week_start_date,sku_id,category,current_price,recommended_price,predicted_gross_margin,price_change_pct,current_quantity,predicted_quantity,volume_change_pct,historical_revenue,cost_price,predicted_revenue,revenue_change_pct,historical_profit,predicted_profit,profit_change_pct,elasticity,elasticity_p_value,elasticity_significant
2024-12-23,SKU0026,Beauty & Personal Care,1103.1535222672064,1138.9203352626023,20.977791673858746,3.2422334945627185,247,239.59000000000003,-2.9999999999999916,272478.92,900,272873.9231255669,0.1449664897258618,50178.919999999984,57242.92312556689,14.07763085687559,-0.9546,0.0175,True
2024-12-30,SKU0026,Beauty & Personal Care,1136.1429347826088,1172.9793415602385,23.272305989390656,3.2422334945627185,92,89.24000000000001,-2.9999999999999916,104525.15000000001,900,104676.6764408357,0.1449664897258618,21725.15000000001,24360.676440835683,12.131223217495268,-0.9546,0.0175,True
2024-07-01,SKU0027,Beauty & Personal Care,547.534233983287,616.915769433513,18.951658431567033,12.671634236544161,359,348.23,-2.9999999999999916,196564.79000000004,500,214828.57838983223,9.291485209447824,17064.790000000026,40713.57838983223,138.58235811769245,-0.2553,0.0182,True
2024-07-08,SKU0027,Beauty & Personal Care,601.6751612903225,677.8490076523403,26.237260163336657,12.66029433534519,372,360.84927230271666,-2.9975074455062756,223823.15999999997,500,244601.32114246563,9.283293624513945,37823.15999999998,64176.68499110729,69.67562993442994,-0.2553,0.0182,True
2024-07-15,SKU0027,Beauty & Personal Care,546.3645983379502,,,,361,,,197237.62,500,,,16737.620000000006,,,-3.588,0.0182,True
2024-07-22,SKU0027,Beauty & Personal Care,634.0997674418604,639.5056731550728,21.81461072374948,0.8525323601712431,301,291.9700000000001,-2.9999999999999694,190864.03,500,186716.47139108667,-2.1730436106338735,40364.029999999984,40731.47139108663,0.9103188930506656,-3.588,0.0182,True
2024-07-29,SKU0027,Beauty & Personal Care,542.3810542168675,,,,332,,,180070.51,500,,,14070.510000000004,,,-3.588,0.0182,True
2024-08-05,SKU0027,Beauty & Personal Care,513.2430659025788,,,,349,,,179121.83,500,,,4621.829999999998,,,-0.2553,0.0182,True
2024-08-12,SKU0027,Beauty & Personal Care,576.1457104557641,649.1133514281378,22.971850925584583,12.664789418401146,373,361.81561171053966,-2.998495519962563,214902.35,500,234859.34431645018,9.286540755115148,28402.349999999995,53951.53846118034,89.95448778421627,-0.2553,0.0182,True
2024-08-19,SKU0027,Beauty & Personal Care,604.7351778656126,609.8907409502561,18.018102845607725,0.8525323601712431,253,245.41000000000005,-2.9999999999999805,152998.0,500,149673.2867366024,-2.1730436106338624,26497.999999999996,26968.286736602367,1.7748008778110558,-3.588,0.0182,True
2024-08-26,SKU0027,Beauty & Personal Care,567.1234322033898,,,,236,,,133841.13,500,,,15841.13,,,-3.588,0.0182,True
2024-09-02,SKU0027,Beauty & Personal Care,564.7859807073955,,,,311,,,175648.44,500,,,20148.440000000013,,,-3.588,0.0182,True
2024-09-09,SKU0027,Beauty & Personal Care,569.7482868525897,,,,251,,,143006.82,500,,,17506.820000000007,,,-3.588,0.0182,True
2024-09-16,SKU0027,Beauty & Personal Care,508.9106336088154,,,,363,,,184734.55999999997,500,,,3234.559999999981,,,-0.2553,0.0182,True
2024-09-23,SKU0027,Beauty & Personal Care,518.8192737430168,,,,358,,,185737.3,500,,,6737.300000000002,,,-0.2553,0.0182,True
2024-09-30,SKU0027,Beauty & Personal Care,581.8930769230769,,,,260,,,151292.2,500,,,21292.200000000004,,,-3.588,0.0182,True
2024-10-07,SKU0027,Beauty & Personal Care,605.9150627615063,611.0806847467001,18.177744366563356,0.8525323601712431,239,231.83000000000004,-2.9999999999999805,144813.7,500,141666.8351448275,-2.1730436106338846,25313.700000000008,25751.83514482748,1.7308222220673963,-3.588,0.0182,True
2024-10-14,SKU0027,Beauty & Personal Care,583.5656299212598,,,,254,,,148225.66999999998,500,,,21225.669999999976,,,-3.588,0.0182,True
2024-10-21,SKU0027,Beauty & Personal Care,567.4632862190812,,,,283,,,160592.10999999996,500,,,19092.10999999997,,,-3.588,0.0182,True
2024-10-28,SKU0027,Beauty & Personal Care,557.3281993569132,,,,311,,,173329.07,500,,,17829.069999999992,,,-3.588,0.0182,True
2024-11-04,SKU0027,Beauty & Personal Care,538.4255521472392,,,,326,,,175526.72999999995,500,,,12526.729999999967,,,-3.588,0.0182,True
2024-11-11,SKU0027,Beauty & Personal Care,540.1899373040752,,,,319,,,172320.59,500,,,12820.589999999993,,,-3.588,0.0182,True
2024-11-18,SKU0027,Beauty & Personal Care,632.2025570776256,637.5922884585424,21.579980020020102,0.8525323601712431,219,212.43000000000004,-2.9999999999999805,138452.36,500,135443.7298372482,-2.1730436106338624,28952.359999999997,29228.729837248164,0.9545675628797268,-3.588,0.0182,True
2024-11-25,SKU0027,Beauty & Personal Care,588.6111313868613,,,,274,,,161279.44999999998,500,,,24279.449999999997,,,-3.588,0.0182,True
2024-12-02,SKU0027,Beauty & Personal Care,622.320637254902,627.6261220715239,20.33473712825798,0.8525323601712431,204,197.88000000000005,-2.9999999999999694,126953.41,500,124194.65703551318,-2.1730436106338735,24953.41,25254.65703551316,1.2072379506975484,-3.588,0.0182,True
2024-12-09,SKU0027,Beauty & Personal Care,591.8904081632653,,,,294,,,174015.78,500,,,27015.78,,,-3.588,0.0182,True
2024-12-16,SKU0027,Beauty & Personal Care,577.9532781456953,,,,302,,,174541.88999999998,500,,,23541.88999999999,,,-3.588,0.0182,True
2024-12-23,SKU0027,Beauty & Personal Care,543.6350500000001,,,,400,,,217454.02000000005,500,,,17454.020000000037,,,-3.588,0.0182,True
2024-12-30,SKU0027,Beauty & Personal Care,610.9785365853659,616.1873263234568,18.855844864044847,0.8525323601712431,82,79.54000000000002,-2.9999999999999805,50100.240000000005,500,49011.53993576777,-2.1730436106338735,9100.240000000002,9241.539935767754,1.5527055964211112,-3.588,0.0182,True
2024-07-01,SKU0028,Beauty & Personal Care,615.7898969072164,,,,485,,,298658.1,650,,,-16591.900000000038,,,0.0316,0.0513,False
2024-07-08,SKU0028,Beauty & Personal Care,638.034036939314,,,,379,,,241814.9,650,,,-4535.100000000002,,,0.0316,0.0513,False
2024-07-15,SKU0028,Beauty & Personal Care,659.2072062663185,,,,383,,,252476.36,650,,,3526.3599999999888,,,-1.3107,0.0513,False
2024-07-22,SKU0028,Beauty & Personal Care,657.2926785714286,,,,392,,,257658.73,650,,,2858.730000000015,,,-1.3107,0.0513,False
2024-07-29,SKU0028,Beauty & Personal Care,670.8455462184875,,,,357,,,239491.86000000002,650,,,7441.860000000027,,,-1.3107,0.0513,False
2024-08-05,SKU0028,Beauty & Personal Care,646.712043478261,,,,460,,,297487.54000000004,650,,,-1512.4599999999555,,,0.0316,0.0513,False
2024-08-12,SKU0028,Beauty & Personal Care,592.5198398169337,,,,437,,,258931.17,650,,,-25118.829999999994,,,0.0316,0.0513,False
2024-08-19,SKU0028,Beauty & Personal Care,608.2240506329114,,,,395,,,240248.5,650,,,-16501.500000000007,,,-1.3107,0.0513,False
2024-08-26,SKU0028,Beauty & Personal Care,602.6339634146342,,,,328,,,197663.94,650,,,-15536.059999999983,,,-1.3107,0.0513,False
2024-09-02,SKU0028,Beauty & Personal Care,630.0118691588785,,,,321,,,202233.81,650,,,-6416.189999999989,,,-1.3107,0.0513,False
2024-09-09,SKU0028,Beauty & Personal Care,607.0270277777777,,,,360,,,218529.72999999995,650,,,-15470.270000000037,,,-1.3107,0.0513,False
2024-09-16,SKU0028,Beauty & Personal Care,561.6410361445783,,,,415,,,233081.02999999997,650,,,-36668.97000000002,,,0.0316,0.0513,False
2024-09-23,SKU0028,Beauty & Personal Care,638.5955949367088,,,,395,,,252245.25999999998,650,,,-4504.74000000001,,,0.0316,0.0513,False
2024-09-30,SKU0028,Beauty & Personal Care,666.8770512820513,,,,312,,,208065.64,650,,,5265.640000000005,,,-1.3107,0.0513,False
2024-10-07,SKU0028,Beauty & Personal Care,640.2212820512821,,,,312,,,199749.04,650,,,-3050.9599999999973,,,-1.3107,0.0513,False
2024-10-14,SKU0028,Beauty & Personal Care,648.3743396226415,,,,318,,,206183.04,650,,,-516.9599999999984,,,-1.3107,0.0513,False
2024-10-21,SKU0028,Beauty & Personal Care,685.9923566878981,,,,314,,,215401.6,650,,,11301.600000000006,,,-1.3107,0.0513,False
2024-10-28,SKU0028,Beauty & Personal Care,607.7901285347043,,,,389,,,236430.36,650,,,-16419.640000000025,,,-1.3107,0.0513,False
2024-11-04,SKU0028,Beauty & Personal Care,655.7637662337662,,,,231,,,151481.43,650,,,1331.4299999999935,,,-1.3107,0.0513,False
2024-11-11,SKU0028,Beauty & Personal Care,586.6230154639175,,,,388,,,227609.72999999998,650,,,-24590.270000000026,,,-1.3107,0.0513,False
2024-11-18,SKU0028,Beauty & Personal Care,606.6238323353293,,,,334,,,202612.36,650,,,-14487.640000000005,,,-1.3107,0.0513,False
2024-11-25,SKU0028,Beauty & Personal Care,674.0340689655172,,,,290,,,195469.88,650,,,6969.879999999998,,,-1.3107,0.0513,False
2024-12-02,SKU0028,Beauty & Personal Care,596.0381388012618,,,,317,,,188944.08999999997,650,,,-17105.91000000002,,,-1.3107,0.0513,False
2024-12-09,SKU0028,Beauty & Personal Care,654.5672695035461,,,,282,,,184587.97,650,,,1287.9699999999923,,,-1.3107,0.0513,False
2024-12-16,SKU0028,Beauty & Personal Care,635.6736125654451,,,,382,,,242827.32,650,,,-5472.679999999984,,,-1.3107,0.0513,False
2024-12-23,SKU0028,Beauty & Personal Care,640.362475,,,,400,,,256144.99000000002,650,,,-3855.009999999993,,,-1.3107,0.0513,False
2024-12-30,SKU0028,Beauty & Personal Care,643.4200884955752,,,,113,,,72706.47,650,,,-743.5300000000008,,,-1.3107,0.0513,False
2024-07-01,SKU0029,Beauty & Personal Care,2028.8534293948128,,,,347,,,704012.14,1800,,,79412.14000000004,,,-2.1207,0.552,False
2024-07-08,SKU0029,Beauty & Personal Care,2159.392346041056,,,,341,,,736352.7900000002,1800,,,122552.79000000011,,,-2.1207,0.552,False
2024-07-15,SKU0029,Beauty & Personal Care,2014.844579124579,,,,297,,,598408.84,1800,,,63808.83999999997,,,0.5161,0.552,False
2024-07-22,SKU0029,Beauty & Personal Care,2276.1378368794326,,,,282,,,641870.87,1800,,,134270.87,,,0.5161,0.552,False
2024-07-29,SKU0029,Beauty & Personal Care,2055.652777777778,,,,306,,,629029.75,1800,,,78229.75000000001,,,0.5161,0.552,False
2024-08-05,SKU0029,Beauty & Personal Care,2114.504730878187,,,,353,,,746420.1699999999,1800,,,111020.16999999995,,,-2.1207,0.552,False
2024-08-12,SKU0029,Beauty & Personal Care,1954.2902450980391,,,,408,,,797350.4199999999,1800,,,62950.41999999996,,,-2.1207,0.552,False
2024-08-19,SKU0029,Beauty & Personal Care,2327.35811965812,,,,234,,,544601.8,1800,,,123401.80000000006,,,0.5161,0.552,False
2024-08-26,SKU0029,Beauty & Personal Care,2169.8926907630525,,,,249,,,540303.28,1800,,,92103.28000000009,,,0.5161,0.552,False
2024-09-02,SKU0029,Beauty & Personal Care,2146.976052631579,,,,228,,,489510.54000000004,1800,,,79110.54000000002,,,0.5161,0.552,False
2024-09-09,SKU0029,Beauty & Personal Care,2368.656485355649,,,,239,,,566108.9,1800,,,135908.90000000005,,,0.5161,0.552,False
2024-09-16,SKU0029,Beauty & Personal Care,1976.811415929204,,,,339,,,670139.0700000002,1800,,,59939.07000000017,,,-2.1207,0.552,False
2024-09-23,SKU0029,Beauty & Personal Care,1976.352342857143,,,,350,,,691723.3200000001,1800,,,61723.320000000036,,,-2.1207,0.552,False
2024-09-30,SKU0029,Beauty & Personal Care,2121.727641921397,,,,229,,,485875.62999999995,1800,,,73675.62999999996,,,0.5161,0.552,False
2024-10-07,SKU0029,Beauty & Personal Care,2032.8441772151896,,,,237,,,481784.06999999995,1800,,,55184.06999999993,,,0.5161,0.552,False
2024-10-14,SKU0029,Beauty & Personal Care,2215.611576923077,,,,260,,,576059.01,1800,,,108059.01,,,0.5161,0.552,False
2024-10-21,SKU0029,Beauty & Personal Care,2444.685916666667,,,,240,,,586724.62,1800,,,154724.62000000002,,,0.5161,0.552,False
2024-10-28,SKU0029,Beauty & Personal Care,2320.947701612903,,,,248,,,575595.0299999999,1800,,,129195.02999999997,,,0.5161,0.552,False
2024-11-04,SKU0029,Beauty & Personal Care,2394.2728679245283,2257.0565350765523,20.250114606059277,-5.731023171428317,265,257.05,-2.9999999999999916,634482.31,1800,580176.3823414278,-8.559092476285468,157482.31,117486.38234142779,-25.3970923201293,0.5161,0.552,False
2024-11-11,SKU0029,Beauty & Personal Care,2225.3872440944883,,,,254,,,565248.36,1800,,,108048.36000000003,,,0.5161,0.552,False
2024-11-18,SKU0029,Beauty & Personal Care,2103.6569014084503,,,,284,,,597438.5599999998,1800,,,86238.55999999988,,,0.5161,0.552,False
2024-11-25,SKU0029,Beauty & Personal Care,2427.602,,,,210,,,509796.42,1800,,,131796.41999999998,,,0.5161,0.552,False
2024-12-02,SKU0029,Beauty & Personal Care,2319.3888,,,,250,,,579847.2000000001,1800,,,129847.20000000004,,,0.5161,0.552,False
2024-12-09,SKU0029,Beauty & Personal Care,2294.88197080292,,,,274,,,628797.66,1800,,,135597.6600000001,,,0.5161,0.552,False
2024-12-16,SKU0029,Beauty & Personal Care,2042.1880882352943,,,,272,,,555475.16,1800,,,65875.16000000006,,,0.5161,0.552,False
2024-12-23,SKU0029,Beauty & Personal Care,2439.125750915752,,,,273,,,665881.3300000003,1800,,,174481.33000000034,,,0.5161,0.552,False
2024-12-30,SKU0029,Beauty & Personal Care,2029.695,,,,112,,,227325.84,1800,,,25725.839999999993,,,0.5161,0.552,False
2024-07-01,SKU0030,Beauty & Personal Care,2646.7671549295774,,,,355,,,939602.34,2200,,,158602.33999999997,,,-2.3767,0.0628,False
2024-07-08,SKU0030,Beauty & Personal Care,2496.434205607477,,,,428,,,1068473.84,2200,,,126873.84000000016,,,-2.3767,0.0628,False
2024-07-15,SKU0030,Beauty & Personal Care,2552.7605900621115,,,,322,,,821988.9099999999,2200,,,113588.90999999992,,,-0.8676,0.0628,False
2024-07-22,SKU0030,Beauty & Personal Care,2817.2264363636364,2917.6534806388804,24.59694015760005,3.5647487535602984,275,266.76865605462655,-2.9932159801357994,774737.27,2200,778338.4978631375,0.46483214408123974,169737.27,191447.45454295908,12.790464076015295,-0.8676,0.0628,False
2024-07-29,SKU0030,Beauty & Personal Care,2962.4905597014927,2800.9823032038935,21.456126392389628,-5.451772866201909,268,281.3571220454752,4.984000763237018,793947.4700000001,2200,788076.3197297541,-0.7394885042263488,204347.47000000003,169090.65122970863,-17.25336690994579,-0.8676,0.0628,False
2024-08-05,SKU0030,Beauty & Personal Care,2514.7062020905923,,,,287,,,721720.68,2200,,,90320.68000000001,,,-2.3767,0.0628,False
2024-08-12,SKU0030,Beauty & Personal Care,2399.8308615384617,,,,325,,,779945.03,2200,,,64945.03000000006,,,-2.3767,0.0628,False
2024-08-19,SKU0030,Beauty & Personal Care,2959.0989805825243,2867.9532157988056,23.290241002510978,-3.080186414236674,206,211.66822820765873,2.751567091096474,609574.39,2200,607054.5757705903,-0.41337271885875104,156374.39,141384.47371374108,-9.5859151145267,-0.8676,0.0628,False
2024-08-26,SKU0030,Beauty & Personal Care,2900.1324354243543,2932.4613977516656,24.97769956369239,1.1147408970852979,271,268.4060209528968,-0.9571878402594769,785935.89,2200,787090.2953684947,0.14688289250852637,189735.89,196597.04927212166,3.616163116067095,-0.8676,0.0628,False
2024-09-02,SKU0030,Beauty & Personal Care,2934.936336633664,2877.262600076964,23.53843545802347,-1.9650762381732134,303,308.26245515751907,1.7367838803693303,889285.7100000001,2200,886952.0332326319,-0.2624214851454476,222685.71000000014,208774.63188608995,-6.246955906560048,-0.8676,0.0628,False
2024-09-09,SKU0030,Beauty & Personal Care,2915.502974137931,2832.2563656093525,22.32341582091649,-2.8553086471535094,232,237.9047960767033,2.5451707227169384,676396.69,2200,673807.3730972378,-0.3828104041671443,165996.68999999994,150416.82172849058,-9.385649961760901,-0.8676,0.0628,False
2024-09-16,SKU0030,Beauty & Personal Care,2841.629849056604,2878.281843942922,23.565511673928093,1.2898229830491825,265,257.05,-2.9999999999999916,753031.9100000001,2200,739862.3479855282,-1.7488717064422898,170031.9100000001,174352.34798552812,2.5409571565290445,-2.3767,0.0628,False
2024-09-23,SKU0030,Beauty & Personal Care,2853.7423846153847,2890.3427781570567,23.884460465178243,1.2825402089195581,260,252.2431025733609,-2.9834220871688855,741973.02,2200,729069.0298628433,-1.739145466119063,169973.02000000002,174134.20420144938,2.4481439474625777,-2.3767,0.0628,False
2024-09-30,SKU0030,Beauty & Personal Care,2651.779834710744,2746.466840652961,19.897084958908177,3.570696356567815,242,234.74472115614378,-2.9980491090314976,641730.7200000001,2200,644718.5926736745,0.46559601723201727,109330.72000000007,128280.20613015816,17.332261353586674,-0.8676,0.0628,False
2024-10-07,SKU0030,Beauty & Personal Care,2733.801576923077,2789.1020867632533,21.12156774608795,2.0228428539578847,260,255.52151018683765,-1.722496081985525,710788.41,2200,712675.5772750068,0.26550338306821075,138788.41,150528.25486396393,8.458807809646295,-0.8676,0.0628,False
2024-10-14,SKU0030,Beauty & Personal Care,2662.6684251968504,2757.7332021307852,20.224335033564817,3.570282203910047,254,246.38581005202502,-2.9977125779429015,676317.78,2200,679466.3289143584,0.4655428272724693,117517.78000000001,137417.54679990333,16.933409395500256,-0.8676,0.0628,False
2024-10-21,SKU0030,Beauty & Personal Care,2834.950299145299,2797.0344878528094,21.34526729812091,-1.3374418346565276,234,236.74960309733132,1.1750440586886013,663378.37,2200,662196.8048487001,-0.17811330678447757,148578.37,141347.67803457112,-4.866584527363493,-0.8676,0.0628,False
2024-10-28,SKU0030,Beauty & Personal Care,2549.7737451737453,,,,259,,,660391.4,2200,,,90591.40000000002,,,-0.8676,0.0628,False
2024-11-04,SKU0030,Beauty & Personal Care,2552.6741025641027,,,,273,,,696880.03,2200,,,96280.03000000003,,,-0.8676,0.0628,False
2024-11-11,SKU0030,Beauty & Personal Care,2675.0802641509435,2770.6634844510463,20.59663642494326,3.5730972853796006,265,257.05,-2.9999999999999916,708896.27,2200,712199.0486781414,0.465904366818215,125896.27000000005,146689.04867814147,16.51580199964733,-0.8676,0.0628,False
2024-11-18,SKU0030,Beauty & Personal Care,2538.4204214559386,,,,261,,,662527.73,2200,,,88327.72999999997,,,-0.8676,0.0628,False
2024-11-25,SKU0030,Beauty & Personal Care,2649.462964169381,2744.0695881298143,19.827106079354863,3.5707849190521834,307,297.7957683071845,-2.9981210725783303,813385.13,2200,817172.3112854974,0.46560739135930174,137985.12999999995,162021.62100969147,17.419624136087375,-0.8676,0.0628,False
2024-12-02,SKU0030,Beauty & Personal Care,2895.0132217573223,2886.3302848985245,23.77864683364378,-0.2999273645295175,239,239.62366541476075,0.2609478722848335,691908.16,2200,691633.0424650151,-0.03976214632083197,166108.16000000003,164460.97855254146,-0.9916318665251445,-0.8676,0.0628,False
2024-12-09,SKU0030,Beauty & Personal Care,2756.281841004184,2854.5944609874864,22.931259411224506,3.5668565718041556,239,231.84211995205692,-2.994928890352755,658751.36,2200,661815.2314387381,0.46510286350498475,132951.36000000002,151762.56754421286,14.14893954015426,-0.8676,0.0628,False
2024-12-16,SKU0030,Beauty & Personal Care,2607.6979016393443,2700.855519953795,18.544328500858253,3.572408378128711,305,295.85170729121836,-2.999440232387418,795347.86,2200,799052.7167252415,0.4658158915825217,124347.86000000002,148178.96068456114,19.1648659531102,-0.8676,0.0628,False
2024-12-23,SKU0030,Beauty & Personal Care,2622.9592565055764,2716.6463553960616,19.01779944120623,3.5718091563228915,269,260.9328155355448,-2.9989533325112228,705576.04,2200,708862.1823278706,0.4657389340871898,113776.04000000005,134809.98814967208,18.487150853265778,-0.8676,0.0628,False
2024-12-30,SKU0030,Beauty & Personal Care,2720.0301162790693,2807.5406919122233,21.63960414402492,3.217264952671406,86,83.66945016352471,-2.709941670320104,233922.58999999997,2200,234905.38600401746,0.4201372787542734,44722.58999999995,50832.59564426309,13.662012070998442,-0.8676,0.0628,False
2024-07-01,SKU0031,Beauty & Personal Care,383.2353862660945,,,,466,,,178587.69000000003,450,,,-31112.309999999958,,,-4.7796,0.0039,True
2024-07-08,SKU0031,Beauty & Personal Care,410.480487804878,,,,492,,,201956.4,450,,,-19443.60000000002,,,-4.7796,0.0039,True
2024-07-15,SKU0031,Beauty & Personal Care,481.8312328767123,,,,292,,,140694.72,450,,,9294.719999999994,,,-1.4125,0.0039,True
2024-07-22,SKU0031,Beauty & Personal Care,409.4179506172839,,,,405,,,165814.27,450,,,-16435.730000000018,,,-1.4125,0.0039,True
2024-07-29,SKU0031,Beauty & Personal Care,479.02051851851854,,,,270,,,129335.54000000001,450,,,7835.540000000006,,,-1.4125,0.0039,True
2024-08-05,SKU0031,Beauty & Personal Care,450.0086163522012,,,,318,,,143102.74,450,,,2.739999999986594,,,-4.7796,0.0039,True
2024-08-12,SKU0031,Beauty & Personal Care,368.5032911392405,,,,553,,,203782.32,450,,,-45067.68,,,-4.7796,0.0039,True
2024-08-19,SKU0031,Beauty & Personal Care,445.0682997118156,,,,347,,,154438.7,450,,,-1711.2999999999874,,,-1.4125,0.0039,True
2024-08-26,SKU0031,Beauty & Personal Care,423.2451219512195,,,,369,,,156177.45,450,,,-9872.55,,,-1.4125,0.0039,True
2024-09-02,SKU0031,Beauty & Personal Care,439.55328621908126,,,,283,,,124393.58,450,,,-2956.420000000004,,,-1.4125,0.0039,True
2024-09-09,SKU0031,Beauty & Personal Care,405.3530769230769,,,,351,,,142278.93,450,,,-15671.070000000003,,,-1.4125,0.0039,True
2024-09-16,SKU0031,Beauty & Personal Care,425.8383734939759,,,,332,,,141378.34,450,,,-8021.6600000000035,,,-4.7796,0.0039,True
2024-09-23,SKU0031,Beauty & Personal Care,432.0220430107527,,,,372,,,160712.2,450,,,-6687.7999999999865,,,-4.7796,0.0039,True
2024-09-30,SKU0031,Beauty & Personal Care,471.1448846153846,,,,260,,,122497.67,450,,,5497.670000000003,,,-1.4125,0.0039,True
2024-10-07,SKU0031,Beauty & Personal Care,427.4938775510204,,,,294,,,125683.2,450,,,-6616.800000000009,,,-1.4125,0.0039,True
2024-10-14,SKU0031,Beauty & Personal Care,440.5929931972789,,,,294,,,129534.33999999998,450,,,-2765.6600000000117,,,-1.4125,0.0039,True
2024-10-21,SKU0031,Beauty & Personal Care,470.179889298893,,,,271,,,127418.75,450,,,5468.75,,,-1.4125,0.0039,True
2024-10-28,SKU0031,Beauty & Personal Care,412.2536858974359,,,,312,,,128623.15,450,,,-11776.849999999999,,,-1.4125,0.0039,True
2024-11-04,SKU0031,Beauty & Personal Care,453.7792483660131,,,,306,,,138856.45,450,,,1156.450000000015,,,-1.4125,0.0039,True
2024-11-11,SKU0031,Beauty & Personal Care,465.11761904761903,,,,273,,,126977.11,450,,,4127.109999999995,,,-1.4125,0.0039,True
2024-11-18,SKU0031,Beauty & Personal Care,448.5505387205387,,,,297,,,133219.51,450,,,-430.48999999999864,,,-1.4125,0.0039,True
2024-11-25,SKU0031,Beauty & Personal Care,408.4741776315789,,,,304,,,124176.15,450,,,-12623.850000000006,,,-1.4125,0.0039,True
2024-12-02,SKU0031,Beauty & Personal Care,405.0,,,,407,,,164835.0,450,,,-18315.0,,,-1.4125,0.0039,True
2024-12-09,SKU0031,Beauty & Personal Care,470.6785423728813,,,,295,,,138850.16999999998,450,,,6100.169999999978,,,-1.4125,0.0039,True
2024-12-16,SKU0031,Beauty & Personal Care,479.3028813559322,,,,295,,,141394.35,450,,,8644.349999999995,,,-1.4125,0.0039,True
2024-12-23,SKU0031,Beauty & Personal Care,432.5152733118971,,,,311,,,134512.25,450,,,-5437.7500000000055,,,-1.4125,0.0039,True
2024-12-30,SKU0031,Beauty & Personal Care,428.2563043478261,,,,92,,,39399.58,450,,,-2000.4200000000012,,,-1.4125,0.0039,True
2024-07-01,SKU0032,Sports & Fitness,3626.3182802547767,3677.862664148944,18.43088570861036,1.4213971281788806,157,152.29000000000002,-2.9999999999999916,569331.97,3000,560101.7051232428,-1.6212447856664647,98331.96999999994,103231.7051232427,4.982850565530983,-2.1581,0.8599,False
2024-07-08,SKU0032,Sports & Fitness,3417.072617801048,,,,191,,,652660.8700000002,3000,,,79660.8700000002,,,-2.1581,0.8599,False
2024-07-15,SKU0032,Sports & Fitness,3452.5293442622947,4185.223694725785,28.319243633725073,21.221958668682838,122,118.82537484669359,-2.602151765005256,421208.57999999996,3000,497310.7743430553,18.06757933161176,55208.57999999995,140834.64980297457,155.09558442360714,-0.137,0.8599,False
2024-07-22,SKU0032,Sports & Fitness,4011.5148,4291.802430325172,30.099298634939675,6.987077059398428,125,123.8487483435791,-0.9210013251367166,501439.35,3000,531534.3591337034,6.00172466195632,126439.34999999999,159988.11410296615,26.5334835262647,-0.137,0.8599,False
2024-07-29,SKU0032,Sports & Fitness,3868.067024793388,3984.849901435028,24.71485566069535,3.0191533883226374,121,120.50792473356317,-0.40667377391473414,468036.11,3000,480205.991996679,2.6002015093833153,105036.10999999996,118682.21779598949,12.991825188489493,-0.137,0.8599,False
2024-08-05,SKU0032,Sports & Fitness,3859.543278688525,3914.4027160126248,23.359955077490692,1.4213971281788806,122,118.34000000000002,-2.9999999999999805,470864.28,3000,463230.41741293407,-1.6212447856664647,104864.28000000003,108210.41741293402,3.1909220307754005,-2.1581,0.8599,False
2024-08-12,SKU0032,Sports & Fitness,3438.2681355932204,,,,118,,,405715.64,3000,,,51715.640000000014,,,-2.1581,0.8599,False
2024-08-19,SKU0032,Sports & Fitness,3639.9098039215687,4058.379164020059,26.078863537523024,11.496695869981144,102,100.49056270474385,-1.4798404855452474,371270.8,3000,407828.8058615837,9.846722624451942,65270.80000000001,106357.1177473521,62.94747076388227,-0.137,0.8599,False
2024-08-26,SKU0032,Sports & Fitness,3866.185,4093.139317596121,26.706623761785757,5.87023946335008,100,99.22154296337654,-0.77845703662347,386618.5,3000,406127.59865594923,5.04608513455751,86618.5,108462.96976581964,25.21917346273561,-0.137,0.8599,False
2024-09-02,SKU0032,Sports & Fitness,3974.825507246377,3970.9721932474304,24.451749999623566,-0.09694297251343631,69,69.00916907316358,0.013288511831266447,274262.96,3000,274033.49146864313,-0.08366734296052503,67262.96000000002,67005.98424915237,-0.3820464500040588,-0.137,0.8599,False
2024-09-09,SKU0032,Sports & Fitness,3410.5201769911505,4144.749312814424,27.619265398637605,21.52836217702807,113,110.0215112538327,-2.6358307488206223,385388.78,3000,456011.58316412754,18.325080238227876,46388.780000000006,125947.04940262942,171.50325876780852,-0.137,0.8599,False
2024-09-16,SKU0032,Sports & Fitness,3595.5154716981133,,,,106,,,381124.64,3000,,,63124.64000000001,,,-2.1581,0.8599,False
2024-09-23,SKU0032,Sports & Fitness,3558.1322727272727,,,,88,,,313115.64,3000,,,49115.64,,,-2.1581,0.8599,False
2024-09-30,SKU0032,Sports & Fitness,3510.392222222222,3946.274866170734,23.97893958889264,12.41692142516715,81,79.71151761031531,-1.5907189996107296,284341.76999999996,3000,314563.5584899132,10.62868409727955,41341.76999999997,75429.00565896725,82.45228895368366,-0.137,0.8599,False
2024-10-07,SKU0032,Sports & Fitness,3650.937906976744,3876.8996636088277,22.61858030116163,6.189142691259764,86,85.29537355397807,-0.8193330767696905,313980.66,3000,330681.60503880685,5.319099921252124,55980.66,74795.48437687267,33.60950795662765,-0.137,0.8599,False
2024-10-14,SKU0032,Sports & Fitness,3646.145972222223,3878.1388395470567,22.64330587116417,6.362687316751625,72,71.39410639652557,-0.841518893714488,262522.51000000007,3000,276876.25693112076,5.467625207118698,46522.51000000005,62693.93774154406,34.7604369186959,-0.137,0.8599,False
